Variation,visit_id,steps,total_steps,backward_steps
Test,467990104_34692143158_186657,"(1, 0)",1,0
Test,468005899_75670469397_471496,"(4, 0)",4,0
Test,468066601_31770296549_386318,"(9, 2)",9,2
Test,468103550_46519992893_188643,"(0, 0)",0,0
Test,468118430_99175870742_643565,"(3, 0)",3,0
Test,468127874_65256451119_717872,"(1, 0)",1,0
Test,468165471_45301581304_640596,"(4, 0)",4,0
Test,468226759_31640309649_781984,"(9, 2)",9,2
Test,46827002_91303047568_601378,"(4, 0)",4,0
Test,468302780_18762230937_584583,"(3, 0)",3,0
Test,468316960_75187457944_931623,"(0, 0)",0,0
Test,46832167_98464591251_947025,"(0, 0)",0,0
Test,468338832_89797266269_256006,"(6, 1)",6,1
Test,468394594_34468429646_245552,"(0, 0)",0,0
Test,46839815_25104801669_621607,"(2, 0)",2,0
Test,468399868_970788795_667301,"(6, 1)",6,1
Test,468473083_74386837478_87926,"(4, 0)",4,0
Test,468498582_36496514964_694469,"(6, 1)",6,1
Test,468504560_7720933318_903411,"(8, 1)",8,1
Test,468512138_40463912969_247709,"(3, 0)",3,0
Test,468553588_48680385763_715539,"(4, 0)",4,0
Test,468571019_57807712570_586418,"(4, 0)",4,0
Test,468598014_4833826660_303051,"(4, 2)",4,2
Test,468634714_49493981785_852560,"(4, 0)",4,0
Test,468730164_64691167489_233133,"(6, 1)",6,1
Test,468745844_43639154837_510274,"(0, 0)",0,0
Test,468771260_22528269727_793337,"(10, 2)",10,2
Test,468773664_23597681521_136082,"(7, 3)",7,3
Test,468962779_77050991482_210567,"(4, 1)",4,1
Test,46899658_8376579381_676234,"(8, 4)",8,4
Test,469055482_67832970653_808334,"(3, 0)",3,0
Test,469078082_97062379761_924037,"(4, 0)",4,0
Test,469109022_7199698225_404465,"(4, 0)",4,0
Test,469203304_13340749464_696014,"(2, 0)",2,0
Test,469344245_66909522451_738620,"(1, 0)",1,0
Test,469430470_86354066954_561115,"(1, 0)",1,0
Test,469480550_29056201273_174164,"(4, 0)",4,0
Test,469491124_563100236_410031,"(5, 1)",5,1
Test,46950442_6057277193_103847,"(4, 0)",4,0
Test,469552880_12210291002_173444,"(3, 1)",3,1
Test,469571751_36630305582_252914,"(4, 0)",4,0
Test,469610586_67588567144_278706,"(7, 3)",7,3
Test,469618039_60273295097_912517,"(4, 0)",4,0
Test,469619863_74676468286_807269,"(5, 2)",5,2
Test,469641916_20457931694_83083,"(4, 0)",4,0
Test,469648136_16273552230_570212,"(4, 0)",4,0
Test,469659785_45559130251_641288,"(4, 0)",4,0
Test,469669507_1646723791_226983,"(4, 1)",4,1
Test,46978043_19501622400_320051,"(4, 1)",4,1
Test,469842490_59708186874_179864,"(0, 0)",0,0
Test,46988465_81379122896_738934,"(4, 0)",4,0
Test,469901249_22052317808_939117,"(2, 0)",2,0
Test,469920182_52185087390_937891,"(4, 0)",4,0
Test,469924833_93342964977_134357,"(0, 0)",0,0
Test,469997047_66893851685_387974,"(4, 0)",4,0
Test,470078970_91769705086_568328,"(1, 0)",1,0
Test,47009714_46369099601_826447,"(4, 0)",4,0
Test,470234818_68204101828_259873,"(4, 0)",4,0
Test,4702454_62319668023_215627,"(8, 2)",8,2
Test,470265531_80815625485_696026,"(4, 0)",4,0
Test,470272167_47072041209_463735,"(4, 0)",4,0
Test,47027604_10245250543_352077,"(4, 0)",4,0
Test,470298809_7213859857_907877,"(4, 0)",4,0
Test,470325037_49780938740_693872,"(1, 0)",1,0
Test,47035374_86334592520_804001,"(4, 0)",4,0
Test,47039084_7630603717_617775,"(4, 0)",4,0
Test,47042266_92316287712_326,"(4, 0)",4,0
Test,470445862_41954142378_80998,"(4, 0)",4,0
Test,47046386_70269857279_328090,"(4, 0)",4,0
Test,470477970_35023912910_837899,"(2, 1)",2,1
Test,470503488_32250779964_282010,"(5, 2)",5,2
Test,470518992_34538675847_998447,"(3, 0)",3,0
Test,470524335_83348432952_128480,"(6, 1)",6,1
Test,470542787_9997287277_814904,"(4, 2)",4,2
Test,470554178_80900656969_508228,"(6, 1)",6,1
Test,470564693_82045340013_771535,"(0, 0)",0,0
Test,47057555_34097651318_972744,"(1, 0)",1,0
Test,470648093_2141179462_15272,"(3, 0)",3,0
Test,470667344_99225513536_441034,"(1, 0)",1,0
Test,470671413_32710803127_880946,"(0, 0)",0,0
Test,470698371_19183621739_669901,"(4, 0)",4,0
Test,47076130_73186014844_422734,"(3, 0)",3,0
Test,470795161_87421438167_192191,"(4, 0)",4,0
Test,470811302_17023844274_868798,"(2, 1)",2,1
Test,470974586_99475128635_198874,"(6, 2)",6,2
Test,471095256_26572741967_84344,"(3, 0)",3,0
Test,471119045_33525760313_835138,"(4, 0)",4,0
Test,471135230_14955830660_853103,"(10, 3)",10,3
Test,47113557_16470586082_593382,"(1, 0)",1,0
Test,471223630_93181576275_340585,"(4, 0)",4,0
Test,471280076_90615153744_625111,"(6, 1)",6,1
Test,471292540_56094635733_996637,"(4, 0)",4,0
Test,471318159_4467830522_987742,"(1, 0)",1,0
Test,471354978_59553730555_593371,"(3, 0)",3,0
Test,471404595_76514832142_674090,"(2, 1)",2,1
Test,471448677_66216297736_72173,"(8, 2)",8,2
Test,471478522_12561046117_202171,"(6, 1)",6,1
Test,471480566_34159345468_491605,"(1, 0)",1,0
Test,471565509_49879404332_304199,"(0, 0)",0,0
Test,471579323_68358010148_955654,"(2, 1)",2,1
Test,471587105_47274583940_728139,"(4, 0)",4,0
Test,471681206_46711638453_562846,"(3, 1)",3,1
Test,471695514_59673083779_856751,"(4, 0)",4,0
Test,471701839_57434063922_530498,"(4, 0)",4,0
Test,471775720_45791323084_632233,"(3, 0)",3,0
Test,471786238_76116774788_185270,"(4, 0)",4,0
Test,471793311_66658733477_751361,"(4, 0)",4,0
Test,471809010_12996580232_503261,"(1, 0)",1,0
Test,471828611_69290180743_421416,"(1, 0)",1,0
Test,47188552_49119617499_588257,"(4, 0)",4,0
Test,471885964_92459254508_117575,"(1, 0)",1,0
Test,471931190_10903907330_421838,"(1, 0)",1,0
Test,471974783_45882412958_793119,"(4, 0)",4,0
Test,471989337_41870451227_678084,"(6, 1)",6,1
Test,472012155_88737711069_939335,"(4, 0)",4,0
Test,472047730_35425810915_389204,"(1, 0)",1,0
Test,47208650_88831541175_303629,"(4, 0)",4,0
Test,47211708_90974736293_246271,"(4, 0)",4,0
Test,472148531_19832312218_991252,"(0, 0)",0,0
Test,472154369_16714624241_585315,"(1, 0)",1,0
Test,472154735_68679872665_707263,"(4, 1)",4,1
Test,472157752_86819144181_398048,"(4, 0)",4,0
Test,472166947_1441238992_697153,"(4, 0)",4,0
Test,472245051_95751800050_695571,"(4, 0)",4,0
Test,472258424_83417364298_831998,"(4, 0)",4,0
Test,472272797_16245222735_36228,"(5, 2)",5,2
Test,472291799_97101329991_306056,"(4, 0)",4,0
Test,472297916_73785998332_177632,"(4, 0)",4,0
Test,472338088_6175034308_329917,"(1, 0)",1,0
Test,472419939_95328198850_590075,"(4, 0)",4,0
Test,472432231_42038438150_786098,"(7, 1)",7,1
Test,472437344_70825890838_528608,"(3, 0)",3,0
Test,472455202_51848130955_543705,"(4, 0)",4,0
Test,472491531_63774562153_825710,"(4, 0)",4,0
Test,472496343_82145458809_702948,"(10, 3)",10,3
Test,472512236_58930200569_481459,"(3, 1)",3,1
Test,472589990_37211329736_654504,"(4, 0)",4,0
Test,472609422_25999852566_26778,"(4, 0)",4,0
Test,472621699_99917640847_546101,"(4, 0)",4,0
Test,472656684_30635262090_971023,"(1, 0)",1,0
Test,472710318_93362706457_756664,"(4, 0)",4,0
Test,472735632_41603960971_963756,"(4, 0)",4,0
Test,472771723_99969453100_951683,"(0, 0)",0,0
Test,472835286_74826335276_407282,"(4, 0)",4,0
Test,47284653_66644739627_665943,"(6, 1)",6,1
Test,472857213_69771583518_706745,"(6, 1)",6,1
Test,472858746_41981982390_965750,"(4, 2)",4,2
Test,472859534_57263188242_814454,"(12, 4)",12,4
Test,472899120_95551279600_250312,"(4, 0)",4,0
Test,472906232_65024694908_93776,"(4, 0)",4,0
Test,472950871_64957772126_337154,"(4, 1)",4,1
Test,472965753_30965780239_112235,"(2, 1)",2,1
Test,472983357_14516594871_144025,"(0, 0)",0,0
Test,473066055_3000350439_522553,"(4, 0)",4,0
Test,473103968_45325000660_257273,"(4, 0)",4,0
Test,473141643_19654678398_521497,"(4, 0)",4,0
Test,473159385_54834792024_188401,"(4, 0)",4,0
Test,473237354_7785574867_528371,"(4, 0)",4,0
Test,473238914_75256462087_740335,"(3, 0)",3,0
Test,473373888_46168965492_871407,"(6, 1)",6,1
Test,473393703_88496147911_128401,"(16, 6)",16,6
Test,47339955_92711744444_565077,"(4, 0)",4,0
Test,473415263_70335355739_116276,"(4, 0)",4,0
Test,47344884_58630533965_444165,"(9, 3)",9,3
Test,473539651_94700015709_824169,"(4, 0)",4,0
Test,473613099_76273116984_59821,"(4, 0)",4,0
Test,473615411_52492366990_570643,"(6, 1)",6,1
Test,47363229_97155374744_128389,"(7, 1)",7,1
Test,473660553_85943271667_784569,"(4, 0)",4,0
Test,473673331_71331997818_607331,"(6, 1)",6,1
Test,473742098_18315092213_737071,"(4, 0)",4,0
Test,473749945_58366927695_980456,"(0, 0)",0,0
Test,473771525_41335204829_756369,"(4, 0)",4,0
Test,473772511_90202344808_876126,"(4, 0)",4,0
Test,473780149_10586318090_243181,"(6, 1)",6,1
Test,473794231_95781210592_961947,"(4, 1)",4,1
Test,473824275_15591385883_613259,"(2, 1)",2,1
Test,473949862_50051851640_473471,"(4, 0)",4,0
Test,47395550_12315819529_220311,"(4, 0)",4,0
Test,47399103_59529184305_706551,"(8, 4)",8,4
Test,474128834_43053473600_268284,"(8, 3)",8,3
Test,474142931_27671868026_265338,"(4, 2)",4,2
Test,474145946_82492828001_696240,"(2, 0)",2,0
Test,474176988_82991170459_181327,"(3, 0)",3,0
Test,474234014_38499467118_516485,"(2, 0)",2,0
Test,474240708_93586490429_269361,"(4, 1)",4,1
Test,47425255_95592080693_957968,"(4, 0)",4,0
Test,474263499_57501051071_877456,"(1, 0)",1,0
Test,474314632_71098066708_121915,"(7, 3)",7,3
Test,474378816_99104328547_961274,"(4, 0)",4,0
Test,474391626_69189724343_887003,"(4, 0)",4,0
Test,474461572_34240421599_397891,"(4, 0)",4,0
Test,474474358_82068936079_322667,"(4, 0)",4,0
Test,474481952_4954614559_285601,"(4, 0)",4,0
Test,4744998_39570816535_782319,"(4, 0)",4,0
Test,474503485_86866542733_275146,"(8, 2)",8,2
Test,474522831_95420868072_50657,"(4, 0)",4,0
Test,474593861_51691506272_201988,"(4, 0)",4,0
Test,474625913_36922710134_916856,"(6, 2)",6,2
Test,474637280_14867977418_752889,"(4, 0)",4,0
Test,474651850_80853784779_49502,"(3, 0)",3,0
Test,474670698_69932219890_931104,"(1, 0)",1,0
Test,474674634_8141774793_740359,"(4, 0)",4,0
Test,474682885_93452697858_191017,"(4, 0)",4,0
Test,474711387_17194790720_103208,"(3, 0)",3,0
Test,474725085_84335468021_205715,"(2, 1)",2,1
Test,47475640_82584294919_381757,"(4, 0)",4,0
Test,474836222_79871898730_835177,"(4, 0)",4,0
Test,474850164_65489718784_460326,"(4, 0)",4,0
Test,474867117_79860806403_490440,"(4, 0)",4,0
Test,474869429_25888197094_302181,"(3, 1)",3,1
Test,474922184_62821959528_217600,"(6, 2)",6,2
Test,475014574_16710611058_664649,"(10, 3)",10,3
Test,475015756_98525912643_443001,"(1, 0)",1,0
Test,475022759_84788010640_995450,"(8, 1)",8,1
Test,475127885_83445351016_2036,"(4, 0)",4,0
Test,475145185_99451134543_491070,"(7, 3)",7,3
Test,475174414_84732579678_414653,"(5, 2)",5,2
Test,475175291_84739022191_225159,"(1, 0)",1,0
Test,475193949_36927832168_366013,"(4, 0)",4,0
Test,475222022_45091755773_104022,"(2, 1)",2,1
Test,475236686_2092487529_199029,"(4, 0)",4,0
Test,475260008_35722662169_875963,"(0, 0)",0,0
Test,475266858_59051417337_745941,"(3, 1)",3,1
Test,47527976_72192504675_778627,"(0, 0)",0,0
Test,475354179_9777176516_832298,"(4, 0)",4,0
Test,475375692_35365576091_765048,"(8, 2)",8,2
Test,475426779_69083554679_484319,"(6, 1)",6,1
Test,475566486_64629658157_932007,"(6, 1)",6,1
Test,475566921_1294810642_142224,"(4, 0)",4,0
Test,475598478_72467094223_654986,"(4, 1)",4,1
Test,475609304_73469268183_294042,"(4, 0)",4,0
Test,475667162_97488464858_539612,"(4, 0)",4,0
Test,475715999_28798040211_30938,"(3, 1)",3,1
Test,475786107_20892808880_161752,"(0, 0)",0,0
Test,475801280_89400626798_718400,"(4, 0)",4,0
Test,475852062_88830659195_177241,"(4, 0)",4,0
Test,475859639_56529902965_384563,"(4, 0)",4,0
Test,475881782_81065052039_850876,"(4, 0)",4,0
Test,475885062_89458197103_214741,"(4, 0)",4,0
Test,475907379_55728052910_904980,"(3, 1)",3,1
Test,475907999_62921827265_766396,"(2, 1)",2,1
Test,475948820_8687414614_462477,"(4, 0)",4,0
Test,476011779_24524225800_343850,"(3, 0)",3,0
Test,4760577_90806248582_782861,"(0, 0)",0,0
Test,476079218_73724681059_821626,"(1, 0)",1,0
Test,476088630_99463990059_178424,"(2, 0)",2,0
Test,476108590_33613748215_668701,"(0, 0)",0,0
Test,476124955_24044115322_777612,"(4, 0)",4,0
Test,476141467_11269331433_987925,"(6, 1)",6,1
Test,476146195_20374729062_191615,"(4, 0)",4,0
Test,476247607_67820168962_414240,"(7, 2)",7,2
Test,476296300_68628826101_851127,"(4, 0)",4,0
Test,476312906_71991152883_578071,"(1, 0)",1,0
Test,476350512_28036869260_397099,"(5, 2)",5,2
Test,476423212_55288218774_121882,"(4, 0)",4,0
Test,476437828_11864144104_59407,"(4, 0)",4,0
Test,476480903_14817663281_32170,"(4, 0)",4,0
Test,476480972_60748031303_633367,"(1, 0)",1,0
Test,476493166_1464691425_160749,"(4, 0)",4,0
Test,476541306_52537409090_435851,"(1, 0)",1,0
Test,476564348_79249281393_893527,"(6, 1)",6,1
Test,476573835_25833121528_317559,"(10, 3)",10,3
Test,476617805_7527649412_199544,"(6, 1)",6,1
Test,4766183_90533156867_156709,"(4, 0)",4,0
Test,476619992_71095014067_137223,"(4, 0)",4,0
Test,476710878_73714649430_54174,"(0, 0)",0,0
Test,476714604_86790040913_310396,"(4, 0)",4,0
Test,476720137_22084463082_498131,"(4, 1)",4,1
Test,47673187_69678207392_866438,"(4, 0)",4,0
Test,476736502_32713048681_992870,"(3, 1)",3,1
Test,476742617_36664996243_245530,"(4, 0)",4,0
Test,476743735_67336901584_298558,"(4, 0)",4,0
Test,476842298_64404981514_695163,"(8, 1)",8,1
Test,476861355_43251644444_696309,"(6, 1)",6,1
Test,476870607_27042366255_658725,"(3, 1)",3,1
Test,476899474_47358168125_375392,"(6, 1)",6,1
Test,476947485_21253335875_108079,"(4, 0)",4,0
Test,477009469_59476025831_447624,"(0, 0)",0,0
Test,477049259_98896021652_164312,"(6, 1)",6,1
Test,477075386_49263757059_381253,"(4, 0)",4,0
Test,477093728_49483267078_802860,"(4, 0)",4,0
Test,47710409_17371159031_770452,"(4, 0)",4,0
Test,477134975_44940270744_628856,"(4, 0)",4,0
Test,477142950_81853959212_422154,"(4, 0)",4,0
Test,477186798_50510706381_443999,"(5, 1)",5,1
Test,477190145_86803348514_458168,"(4, 0)",4,0
Test,477196513_38204419570_613581,"(6, 1)",6,1
Test,477217299_66795432681_101345,"(1, 0)",1,0
Test,477217751_86193457204_413149,"(4, 0)",4,0
Test,477229563_66026395793_150579,"(3, 0)",3,0
Test,477248094_70370162346_6753,"(8, 2)",8,2
Test,477272435_73909270755_961797,"(4, 0)",4,0
Test,477289811_2703327501_525145,"(8, 2)",8,2
Test,477301812_74489778186_214243,"(4, 0)",4,0
Test,477306095_66343999086_382707,"(4, 0)",4,0
Test,477316086_49476148349_458861,"(4, 0)",4,0
Test,477349717_38859061651_507182,"(2, 0)",2,0
Test,477365446_49129545747_225806,"(2, 0)",2,0
Test,47737157_63410052192_307796,"(0, 0)",0,0
Test,477386321_88525729028_228289,"(2, 1)",2,1
Test,477422066_73590247357_132847,"(3, 1)",3,1
Test,477423787_18259554097_168965,"(8, 2)",8,2
Test,477429501_4983508848_135061,"(4, 0)",4,0
Test,477430227_21165968756_913236,"(4, 0)",4,0
Test,477460490_28741702315_167418,"(6, 1)",6,1
Test,477467411_19611074791_992490,"(4, 0)",4,0
Test,477542287_55253856082_931232,"(4, 0)",4,0
Test,477642618_46268007277_568545,"(16, 7)",16,7
Test,477643844_38465804446_584139,"(8, 2)",8,2
Test,477695785_38765409665_549907,"(1, 0)",1,0
Test,477698492_39524128097_785352,"(4, 0)",4,0
Test,477711226_76023558655_791093,"(6, 1)",6,1
Test,477732051_57311121615_537365,"(4, 0)",4,0
Test,477748158_8251608265_542599,"(2, 0)",2,0
Test,47777045_71349402429_619914,"(4, 0)",4,0
Test,477797766_59127268773_672645,"(4, 0)",4,0
Test,477805640_69767202238_384797,"(4, 0)",4,0
Test,477850965_96926908329_534365,"(4, 0)",4,0
Test,477863149_99486746258_86839,"(1, 0)",1,0
Test,477879809_89977161584_583895,"(0, 0)",0,0
Test,47796842_49838324755_295018,"(12, 4)",12,4
Test,477985169_97195187566_697801,"(6, 1)",6,1
Test,478022_88741318402_845547,"(3, 0)",3,0
Test,47809967_12883110912_991538,"(4, 0)",4,0
Test,47816534_90502298261_771238,"(4, 0)",4,0
Test,478171404_77575892706_451830,"(6, 3)",6,3
Test,478187855_91435022461_28062,"(4, 0)",4,0
Test,478280857_93115317558_744574,"(4, 0)",4,0
Test,478289069_65145572442_59956,"(4, 0)",4,0
Test,478290920_79336802418_858022,"(4, 0)",4,0
Test,478319312_93675221626_360444,"(4, 0)",4,0
Test,478417687_30092205462_548423,"(0, 0)",0,0
Test,478433885_9285632543_943580,"(1, 0)",1,0
Test,478542042_15894724589_127230,"(4, 0)",4,0
Test,478603231_38877145818_215382,"(4, 0)",4,0
Test,478699394_56110515601_268282,"(4, 0)",4,0
Test,478759988_42498531869_32032,"(4, 0)",4,0
Test,478784115_33847318262_807334,"(2, 1)",2,1
Test,478840690_37972773309_595538,"(4, 0)",4,0
Test,478858907_58948645208_751351,"(4, 0)",4,0
Test,478882995_25049913811_549952,"(10, 5)",10,5
Test,478955098_24434385439_924179,"(2, 1)",2,1
Test,478969388_38683867163_42075,"(4, 0)",4,0
Test,479065518_63738297564_528324,"(4, 0)",4,0
Test,479099217_41482048982_684513,"(2, 0)",2,0
Test,479112554_67389758976_510409,"(6, 1)",6,1
Test,479119663_23134649815_438657,"(4, 0)",4,0
Test,479129489_63751477260_262389,"(0, 0)",0,0
Test,479147004_42280378697_609805,"(4, 0)",4,0
Test,47915689_65604554577_850572,"(7, 2)",7,2
Test,479163470_26484580735_628161,"(0, 0)",0,0
Test,479240986_80115030777_166672,"(12, 5)",12,5
Test,479242097_79507965450_142861,"(4, 0)",4,0
Test,47924450_84172552632_385845,"(4, 0)",4,0
Test,479258056_5433386611_429590,"(4, 0)",4,0
Test,479260350_96822873904_230159,"(0, 0)",0,0
Test,479268615_36537694229_927234,"(6, 1)",6,1
Test,479278401_26052208836_185440,"(2, 1)",2,1
Test,47931936_32666294441_273861,"(4, 0)",4,0
Test,479364986_43492646840_130514,"(4, 0)",4,0
Test,479460828_48076507666_18468,"(4, 0)",4,0
Test,479475777_18581227394_507587,"(1, 0)",1,0
Test,479500740_2242706554_523066,"(4, 0)",4,0
Test,479519672_31899029244_90108,"(4, 1)",4,1
Test,479583412_27196715343_3331,"(4, 0)",4,0
Test,479591547_46103208544_864708,"(4, 0)",4,0
Test,47964721_14925090899_853109,"(3, 0)",3,0
Test,479705874_1801278903_528095,"(4, 0)",4,0
Test,479709936_41524125143_25706,"(1, 0)",1,0
Test,479717199_30213411617_269839,"(4, 1)",4,1
Test,479720971_43037236960_351531,"(4, 1)",4,1
Test,479722046_29431136004_396133,"(4, 1)",4,1
Test,479735868_59411182611_876667,"(4, 0)",4,0
Test,479764186_34770459472_258057,"(4, 0)",4,0
Test,479808326_38332153588_538711,"(6, 1)",6,1
Test,479817815_61029166860_422501,"(10, 5)",10,5
Test,479843706_4408615906_937102,"(4, 0)",4,0
Test,479859758_92325921528_171454,"(0, 0)",0,0
Test,479870698_66869573306_984104,"(4, 0)",4,0
Test,479872111_36007063511_394916,"(4, 0)",4,0
Test,479905582_76533113606_120640,"(4, 0)",4,0
Test,479918893_74134013052_148035,"(4, 0)",4,0
Test,479933886_26418404771_72149,"(10, 3)",10,3
Test,479937646_78879509315_97542,"(0, 0)",0,0
Test,480012411_73305517349_732601,"(8, 4)",8,4
Test,480017480_93767610734_326486,"(4, 0)",4,0
Test,480059372_85629847631_744009,"(4, 0)",4,0
Test,480098287_86799065842_518806,"(4, 0)",4,0
Test,480140033_71119832799_40349,"(10, 4)",10,4
Test,480187017_35516827956_258807,"(5, 2)",5,2
Test,480242822_98826307652_746292,"(4, 0)",4,0
Test,480280718_54033914594_654277,"(4, 0)",4,0
Test,480401167_24151997907_50174,"(5, 2)",5,2
Test,480455345_50154088672_238890,"(4, 1)",4,1
Test,480587104_58738240893_322692,"(4, 0)",4,0
Test,480668214_9955439370_438805,"(6, 3)",6,3
Test,480676706_94110980215_408988,"(4, 0)",4,0
Test,480679278_6265417551_928451,"(3, 0)",3,0
Test,480680152_19472356708_127273,"(4, 0)",4,0
Test,480721924_4990128352_220252,"(4, 0)",4,0
Test,480723542_66303132545_728715,"(4, 0)",4,0
Test,480746758_83276450860_642297,"(4, 1)",4,1
Test,480748289_21331668051_712140,"(4, 0)",4,0
Test,480771984_29976580468_357620,"(0, 0)",0,0
Test,480792677_98350298921_861140,"(4, 1)",4,1
Test,480803109_3636697118_888517,"(4, 0)",4,0
Test,480813038_77013083111_410746,"(4, 0)",4,0
Test,480841417_22148316106_278511,"(7, 3)",7,3
Test,480859571_43555645542_854215,"(4, 0)",4,0
Test,480884284_17453971723_659290,"(4, 0)",4,0
Test,480886203_20438689358_378488,"(4, 1)",4,1
Test,48091549_31346430247_163199,"(4, 0)",4,0
Test,480931527_89691691806_433425,"(4, 0)",4,0
Test,480958595_12162562497_245735,"(5, 2)",5,2
Test,480958611_36672457751_167073,"(2, 1)",2,1
Test,48095926_40606953888_154050,"(5, 2)",5,2
Test,48096345_56743750373_261229,"(4, 0)",4,0
Test,48096646_27115934364_491799,"(0, 0)",0,0
Test,481023697_52743202072_298552,"(6, 1)",6,1
Test,481102300_86956635795_940033,"(4, 0)",4,0
Test,481109538_90681100644_673038,"(0, 0)",0,0
Test,4811186_90093105495_487808,"(4, 0)",4,0
Test,481123290_95510977345_707323,"(7, 3)",7,3
Test,481130941_76053971416_83757,"(4, 0)",4,0
Test,481153368_11033505881_709728,"(4, 0)",4,0
Test,481193060_91959984542_177965,"(4, 1)",4,1
Test,481195647_43128083420_837076,"(4, 2)",4,2
Test,481240554_9938014043_455868,"(7, 2)",7,2
Test,481241148_54414779670_279978,"(5, 2)",5,2
Test,481317505_49097268783_941932,"(6, 1)",6,1
Test,481348094_72735928623_904957,"(2, 1)",2,1
Test,48135660_8551061197_352526,"(4, 0)",4,0
Test,481371935_48774398031_539834,"(4, 0)",4,0
Test,481413144_41031913453_447380,"(4, 0)",4,0
Test,481564548_77269665401_301118,"(4, 0)",4,0
Test,481577977_59604162551_154054,"(4, 0)",4,0
Test,48158344_18965340904_564854,"(4, 0)",4,0
Test,48160412_51298505840_611204,"(10, 3)",10,3
Test,481616096_81462862895_39353,"(4, 0)",4,0
Test,481619752_1304682246_158459,"(0, 0)",0,0
Test,481627482_22592716301_223363,"(6, 1)",6,1
Test,481635639_94090575295_190959,"(4, 0)",4,0
Test,481686017_45651120910_888045,"(10, 3)",10,3
Test,481723516_89441818214_25791,"(2, 1)",2,1
Test,481868149_46909859602_922949,"(12, 4)",12,4
Test,482086364_23737595497_783778,"(4, 0)",4,0
Test,482091972_67802627615_409448,"(0, 0)",0,0
Test,482093179_82099671290_930474,"(12, 4)",12,4
Test,48211593_60719706759_439835,"(4, 0)",4,0
Test,482126567_41737316056_602483,"(4, 0)",4,0
Test,482143899_93222533611_56067,"(1, 0)",1,0
Test,482239494_7095157124_592521,"(4, 0)",4,0
Test,482262014_30788087336_338766,"(0, 0)",0,0
Test,482330814_42038162421_20230,"(4, 0)",4,0
Test,482331384_18193127776_517898,"(4, 0)",4,0
Test,482372582_2077590094_422142,"(8, 1)",8,1
Test,482407394_28135785462_612958,"(4, 0)",4,0
Test,48243304_86180774664_765700,"(1, 0)",1,0
Test,482445311_14365427444_558769,"(4, 1)",4,1
Test,482465854_83486157684_372195,"(0, 0)",0,0
Test,482473220_18852681722_598000,"(4, 0)",4,0
Test,48247674_1307661178_768942,"(6, 1)",6,1
Test,482528489_72740975244_808735,"(4, 0)",4,0
Test,482551155_50027759415_49360,"(3, 0)",3,0
Test,482559899_22430750002_440861,"(4, 0)",4,0
Test,482594769_33032508613_748665,"(4, 1)",4,1
Test,482606592_84528425920_162770,"(4, 0)",4,0
Test,482660091_68464451034_554265,"(4, 0)",4,0
Test,482739985_68460450988_59831,"(0, 0)",0,0
Test,482761742_33190904556_912159,"(10, 2)",10,2
Test,482782315_44263885135_710535,"(6, 1)",6,1
Test,482805892_55213192555_365699,"(4, 0)",4,0
Test,482821316_80082733493_60516,"(2, 0)",2,0
Test,482836034_57915338498_439455,"(6, 3)",6,3
Test,482844654_10731494663_66862,"(4, 0)",4,0
Test,482863202_88467210964_66287,"(1, 0)",1,0
Test,482876522_63882518474_216344,"(9, 2)",9,2
Test,482881346_34991558629_306641,"(9, 2)",9,2
Test,482888302_39907112779_209097,"(1, 0)",1,0
Test,482926939_76972326654_685935,"(4, 0)",4,0
Test,482958016_76220182168_669287,"(4, 0)",4,0
Test,482982789_57209899674_136000,"(4, 0)",4,0
Test,482988073_46139493209_239757,"(4, 0)",4,0
Test,483001994_55509124302_981371,"(6, 3)",6,3
Test,483020483_37777250174_216038,"(4, 0)",4,0
Test,483030758_19070035710_33883,"(0, 0)",0,0
Test,483035333_25856290555_445690,"(3, 0)",3,0
Test,483084600_55832121225_347451,"(2, 1)",2,1
Test,483095359_50596114634_109196,"(8, 4)",8,4
Test,483234712_7667309407_487466,"(6, 1)",6,1
Test,483341630_81935683082_555799,"(4, 0)",4,0
Test,48335695_43058196284_836064,"(7, 1)",7,1
Test,483423785_95482222753_498342,"(4, 0)",4,0
Test,483469669_11304906467_553167,"(4, 0)",4,0
Test,483528342_92319118256_6984,"(8, 3)",8,3
Test,483543570_7903178176_425907,"(2, 0)",2,0
Test,483594722_90837515843_936365,"(7, 3)",7,3
Test,483630713_88069711551_950769,"(4, 0)",4,0
Test,483721662_74163427569_807374,"(4, 0)",4,0
Test,483764093_41142794544_652987,"(4, 0)",4,0
Test,483786619_15966011036_731860,"(4, 2)",4,2
Test,483786648_81819565074_542461,"(4, 0)",4,0
Test,483810282_9127556912_634592,"(2, 0)",2,0
Test,483840246_71473329298_863238,"(4, 1)",4,1
Test,48385010_78209061064_851146,"(0, 0)",0,0
Test,48387503_28854114460_289518,"(6, 1)",6,1
Test,483917445_10175157462_212180,"(0, 0)",0,0
Test,483962659_49047331885_358675,"(4, 1)",4,1
Test,48399319_83337053584_727804,"(4, 0)",4,0
Test,484008556_22228275165_861116,"(4, 1)",4,1
Test,484058263_80439795342_311739,"(4, 0)",4,0
Test,48407184_90132286530_413065,"(4, 0)",4,0
Test,484075292_80684707652_159331,"(13, 6)",13,6
Test,484103522_63080319906_989682,"(1, 0)",1,0
Test,484106562_89563838971_952555,"(4, 0)",4,0
Test,484150259_52171007293_699417,"(3, 1)",3,1
